"","player_name","position_group","position_group_rank","position","dollars","dollars_sd","h","hr","r","rbi","sb","avg","ab","hr_per600","r_per600","rbi_per600","sb_per600"
"115","Dominic Smith","",12,NA,-31.4154561049669,0.763632657559817,11.260425,1.14681,5.4775175,5.788725,0.07696485,0.249805470777357,45.076775,15.2647566291067,72.9091755122233,77.0515415089034,1.02445017417506
"116","Romy Gonzalez","CI/MI/OF",52,"1B/2B/SS/OF",-31.7803504732141,0.398564760551381,7.898215,1.0039275,4.10276,4.1516375,1.6650475,0.246934776508694,31.985025,18.8324536247822,76.9627661694809,77.8796483666966,31.2342572813371
"117","Yoán Moncada","CI",10,"3B",-32.0389742014356,3.9951023708829,11.089725,1.18999,5.7544825,5.4575775,0.14729275,0.244232372273102,45.40645,15.7245060999043,76.0396265288302,72.1163292880197,1.94632370511238
"118","Cristian Pache","OF",53,"OF",-32.1444791542325,0.572471177591343,10.77265,0.9975725,5.34683,4.8378425,0.97631,0.223479837047141,48.204125,12.4168522922053,66.5523541813071,60.2169523873735,12.1521965184515
"119","Andy Ibáñez","CI/MI/CI/OF",54,"1B/2B/3B/OF",-32.3032562564648,1.53414582998314,10.351525,1.0697325,4.904675,4.8971875,0.201899,0.252337741483332,41.0225,15.6460357121092,71.7363641903833,71.6268511182887,2.95299896398318
"120","Luke Maile","",13,NA,-32.4643403693411,1.67178186225288,4.836615,0.75518425,2.4528225,2.4395925,0.1259325,0.208684368352699,23.1767,19.550261685227,63.4988371942511,63.1563380464,3.26014920156882
"121","Eric Haase","C/OF",55,"C/OF",-32.5249988820803,2.07759200170415,3.9892525,0.81695975,2.0072575,2.376725,0.067064,0.214044973963713,18.63745,26.3005856487878,64.6201331190694,76.5144909845499,2.15900780417922
"122","Drew Millas","",14,NA,-32.8906167636327,4.1430110398077,5.0007575,0.2100335,2.15341,2.106105,0.20645075,0.250673017758746,19.949325,6.31701072592682,64.76640187074,63.3436469654988,6.20925520036392
"123","Adam Duvall","OF",56,"OF",-33.024674530234,1.90139637688996,7.0500175,1.8262,4.0667375,4.8158025,0.08845275,0.216299839923175,32.593725,33.6175138005859,74.8623392999726,88.6514658879892,1.62827814249522
"124","Zach McKinstry","MI/CI/OF",57,"2B/SS/3B/OF",-33.6892510743205,3.11428452625081,9.0222125,0.918334,4.8349325,3.7354225,1.21825,0.236283777413458,38.1838,14.4302138603282,75.9735673243627,58.6964498033197,19.1429349619472
"125","Sam Hilliard","",15,NA,-33.7571770142345,1.68245053453898,6.8090275,1.100285,4.44647,3.84631,0.96295475,0.229143491740317,29.715125,22.2166657552341,89.7819544760454,77.6636813743843,19.4437294138928
"126","Esteury Ruiz","OF",58,"OF",-34.1076775813016,NA,4.53345333333333,0.509521666666667,2.74584666666667,1.61327333333333,2.12361,0.244404629907506,18.5489666666667,16.4814032767324,88.8193951504936,52.1842546485069,68.6920205797628
"127","Kevin Newman","CI/MI/CI",15,"1B/2B/SS/3B",-34.2238725491395,4.33807064214979,11.31645,0.19994525,4.952075,4.1019425,1.0664175,0.260656706241945,43.41515,2.76325545345346,68.4379761442722,56.6890935537479,14.7379543776769
"128","Lenyn Sosa","MI/CI",16,"2B/SS/3B",-34.5337778775316,5.57668015745635,10.44655,1.130985,4.47418,4.96283,0.186683,0.23826431554789,43.844375,15.4772647574518,61.2281050875968,67.9151658565095,2.55471311884364
"129","Daniel Schneemann","MI/CI/OF",59,"SS/3B/OF",-34.6782806382153,3.60428321846525,9.482875,1.00661,5.0250325,4.568015,0.9596125,0.224372530032965,42.263975,14.2903264541492,71.3378119308465,64.849768626827,13.623127024848
"130","Austin Hedges","",16,NA,-34.7136361051538,2.85463813595034,5.23135,0.56956975,2.872385,2.8352025,0.178682,0.181184216450606,28.8731,11.8359944030949,59.6898497217133,58.9171755024573,3.71311705358967
"131","Trent Grisham","OF",60,"OF",-34.8352864924896,2.88645624468741,6.336665,1.1508625,4.3917075,3.895435,0.8752075,0.212830991604033,29.773225,23.1925664754154,88.5031601380099,78.5021105372361,17.6374746101573
"132","Casey Schmitt","MI/CI",17,"2B/SS/3B",-35.0758302007589,3.34490877760834,9.7616725,1.0786725,4.69663,4.815195,0.23685025,0.240390876069692,40.6075,15.9380286892815,69.3955057563258,71.1473742535246,3.49960352151696
